Frequency,Monetary,Recency,Tenure,Average_Order_Value,Churn
1,385.83,76,76,385.83,0
4,1817.88,48,230,454.47,0
5,1143.27,108,192,228.654,1
1,115.8,233,233,115.8,0
4,1213.73,6,215,303.4325,1
1,56.4,164,164,56.4,1
1,189.79999999999998,10,10,189.79999999999998,0
1,323.09,53,53,323.09,0
2,188.02,69,163,94.01,1
1,112.41,157,157,112.41,0
1,103.35,227,227,103.35,0
4,1817.54,62,281,454.385,1
1,11.75,39,39,11.75,0
1,225.9,191,191,225.9,1
12,1363.51,30,274,113.62583333333333,0
2,342.83,89,174,171.415,1
3,614.1,223,279,204.70000000000002,0
1,272.41,92,92,272.41,0
9,2514.99,9,271,279.4433333333333,0
7,903.8000000000001,1,244,129.11428571428573,0
2,632.4200000000001,90,282,316.21000000000004,0
8,2856.71,39,283,357.08875,0
24,4827.61,2,243,201.15041666666664,0
1,193.29999999999998,278,278,193.29999999999998,0
2,21.31,179,275,10.655,0
2,269.7,187,187,134.85,0
6,3468.47,92,281,578.0783333333333,0
4,1580.47,152,274,395.1175,0
3,876.66,19,94,292.21999999999997,0
1,889.24,208,208,889.24,1
2,287.65000000000003,171,198,143.82500000000002,0
3,370.61,58,73,123.53666666666668,0
3,1655.0,202,282,551.6666666666666,0
81,23309.99,1,283,287.77765432098766,0
1,197.73,213,213,197.73,1
1,51.559999999999995,16,16,51.559999999999995,1
8,821.5999999999999,38,268,102.69999999999999,0
4,605.8000000000001,128,243,151.45000000000002,1
34,5391.21,282,283,158.565,1
2,311.26,95,137,155.63,1
1,208.97,282,282,208.97,1
3,1142.63,143,191,380.8766666666667,0
14,14254.52,8,275,1018.1800000000001,0
9,3641.25,26,279,404.5833333333333,0
1,141.92000000000002,214,214,141.92000000000002,1
1,226.45000000000002,278,278,226.45000000000002,1
5,1299.49,46,229,259.898,0
1,330.9,233,233,330.9,1
4,1785.28,55,279,446.32,0
1,200.85,185,185,200.85,0
12,7015.24,17,274,584.6033333333334,0
1,329.65,52,52,329.65,1
4,957.48,53,198,239.37,0
5,428.18,17,278,85.636,1
7,745.37,1,276,106.48142857142857,0
1,155.9,114,114,155.9,1
4,1447.5400000000002,94,283,361.88500000000005,0
6,683.46,95,165,113.91000000000001,1
1,237.61,80,80,237.61,1
1,178.51999999999998,83,83,178.51999999999998,1
1,458.92,274,274,458.92,1
1,133.35000000000002,214,214,133.35000000000002,1
1,119.35,156,156,119.35,0
3,590.54,221,281,196.84666666666666,0
2,377.71,120,159,188.855,0
1,111.35,39,39,111.35,1
4,297.0,71,267,74.25,0
2,201.37,122,232,100.685,1
2,586.89,232,271,293.445,1
1,203.85999999999999,72,72,203.85999999999999,1
1,142.1,65,65,142.1,0
1,107.21,135,135,107.21,1
7,995.48,6,276,142.21142857142857,0
3,541.8100000000001,82,283,180.60333333333335,1
1,99.84,117,117,99.84,0
1,154.55,69,69,154.55,1
2,112.19999999999999,100,100,56.099999999999994,1
3,617.74,66,283,205.91333333333333,0
1,72.9,157,157,72.9,1
1,232.03,283,283,232.03,1
5,310.06,220,274,62.012,1
1,218.05,265,265,218.05,0
2,226.71,166,272,113.355,0
9,2316.9,15,283,257.43333333333334,0
3,595.47,58,176,198.49,0
1,207.50000000000003,192,192,207.50000000000003,1
2,502.20000000000005,211,283,251.10000000000002,0
1,244.08,282,282,244.08,1
2,397.29,43,113,198.645,1
1,78.25999999999999,156,156,78.25999999999999,0
3,707.0,22,218,235.66666666666666,0
2,694.14,72,149,347.07,0
2,408.36,44,165,204.18,1
2,934.51,83,121,467.255,0
2,142.89,48,51,71.445,1
5,3614.52,24,272,722.904,0
1,99.14,69,69,99.14,1
8,1960.18,18,212,245.0225,0
1,304.56,40,40,304.56,1
2,149.57999999999998,143,169,74.78999999999999,1
1,358.56000000000006,57,57,358.56000000000006,1
32,47729.2,3,281,1491.5375,0
2,263.17,275,275,131.585,0
2,409.50000000000006,268,283,204.75000000000003,0
10,1885.21,33,281,188.52100000000002,0
4,557.3,108,129,139.325,1
1,12.75,159,159,12.75,1
1,508.4599999999999,26,26,508.4599999999999,1
1,73.78,81,81,73.78,1
31,1179.62,33,282,38.052258064516124,0
1,102.41,52,52,102.41,1
1,261.76,282,282,261.76,0
12,2251.41,1,279,187.61749999999998,0
4,594.43,61,171,148.6075,0
1,112.27,281,281,112.27,1
1,265.1,283,283,265.1,1
2,228.2,76,271,114.1,1
1,562.79,121,121,562.79,1
1,135.19,151,151,135.19,1
1,164.07,129,129,164.07,0
11,3947.15,24,276,358.83181818181816,0
1,321.79,282,282,321.79,1
1,300.91999999999996,275,275,300.91999999999996,1
3,494.54,78,169,164.84666666666666,0
3,811.45,75,269,270.48333333333335,1
1,152.68,55,55,152.68,1
1,198.57,95,95,198.57,1
5,146.0,27,236,29.2,0
3,630.84,146,271,210.28,1
2,93.35,135,136,46.675,1
4,674.89,31,200,168.7225,1
1,76.1,191,191,76.1,1
6,1711.75,2,74,285.2916666666667,0
1,190.34,276,276,190.34,0
1,157.92,272,272,157.92,1
7,2065.41,113,228,295.0585714285714,0
1,247.39,145,145,247.39,1
1,174.8,166,166,174.8,1
1,102.78999999999999,283,283,102.78999999999999,1
2,187.29,65,65,93.645,1
3,482.86,96,274,160.95333333333335,0
2,344.0,79,220,172.0,0
2,122.14,18,109,61.07,1
2,389.78,62,62,194.89,1
1,115.31,8,8,115.31,1
1,73.5,244,244,73.5,1
2,253.69,15,155,126.845,0
6,70.02,64,272,11.67,1
1,239.0,155,155,239.0,0
16,2998.11,13,282,187.381875,0
2,421.59,116,276,210.795,0
7,1105.53,76,270,157.93285714285713,0
2,172.29000000000002,113,113,86.14500000000001,1
1,74.4,269,269,74.4,1
7,3672.86,38,279,524.6942857142857,0
1,363.65,198,198,363.65,1
8,1793.51,17,276,224.18875,0
3,720.52,83,247,240.17333333333332,1
2,814.0,43,145,407.0,1
8,1412.15,93,274,176.51875,0
1,101.69999999999999,199,199,101.69999999999999,1
3,978.32,90,237,326.1066666666667,0
2,453.0,167,275,226.5,1
1,247.44,95,95,247.44,1
12,3859.82,24,107,321.6516666666667,1
1,489.6,283,283,489.6,1
8,1957.75,16,270,244.71875,0
7,1622.34,13,276,231.76285714285714,0
2,336.13,127,169,168.065,1
2,2206.18,36,148,1103.09,0
1,841.4999999999999,152,152,841.4999999999999,0
2,208.05,22,43,104.025,0
2,689.95,240,283,344.975,1
1,101.34,184,184,101.34,1
1,3202.9199999999996,200,200,3202.9199999999996,1
8,5851.48,29,275,731.435,0
4,2106.52,3,212,526.63,1
5,2402.3,46,201,480.46000000000004,0
2,580.0500000000001,222,242,290.02500000000003,1
5,1986.2,36,264,397.24,0
1,168.31,37,37,168.31,1
1,110.23,53,53,110.23,0
27,135450.75,8,277,5016.694444444444,0
1,421.9,239,239,421.9,1
1,271.0,164,164,271.0,1
18,4826.87,1,279,268.15944444444443,0
1,196.64,76,76,196.64,0
1,76.32000000000001,278,278,76.32000000000001,1
1,220.1,200,200,220.1,1
7,1235.95,144,274,176.56428571428572,0
19,4220.54,1,279,222.13368421052633,0
1,180.7,277,277,180.7,1
1,111.15,124,124,111.15,1
2,653.3,59,64,326.65,1
1,119.19,60,60,119.19,0
3,933.9,111,226,311.3,0
1,139.6,43,43,139.6,0
1,112.55000000000001,153,153,112.55000000000001,1
1,931.4999999999999,122,122,931.4999999999999,1
1,109.82000000000001,100,100,109.82000000000001,0
2,600.85,121,229,300.425,0
1,152.65,205,205,152.65,1
2,1019.52,67,125,509.76,1
2,1000.16,26,51,500.08,1
9,2165.55,19,283,240.61666666666667,0
2,1023.78,114,222,511.89,0
2,160.35000000000002,50,130,80.17500000000001,1
1,98.88,18,18,98.88,0
2,549.68,125,183,274.84,0
2,413.28,50,111,206.64,0
2,653.35,44,199,326.675,1
2,266.56,80,201,133.28,0
1,186.88,279,279,186.88,0
1,530.15,211,211,530.15,1
1,318.55,110,110,318.55,0
3,771.26,50,229,257.08666666666664,0
1,302.46000000000004,87,87,302.46000000000004,1
1,498.48,15,15,498.48,0
6,1160.04,86,282,193.34,1
2,655.51,22,127,327.755,0
4,994.3100000000001,9,243,248.57750000000001,0
11,5635.28,9,199,512.2981818181818,0
3,1728.8400000000001,109,184,576.2800000000001,0
1,476.35,268,268,476.35,1
5,1037.27,67,165,207.454,0
4,1590.81,38,274,397.7025,1
4,1103.16,162,246,275.79,0
2,601.85,46,52,300.925,0
2,632.07,137,184,316.035,1
1,304.25,159,159,304.25,1
1,426.6,200,200,426.6,0
1,633.1,177,177,633.1,0
2,284.46000000000004,102,240,142.23000000000002,1
1,207.79999999999998,171,171,207.79999999999998,1
1,243.76,75,75,243.76,1
2,686.63,5,200,343.315,1
14,4427.39,10,246,316.2421428571429,0
1,150.35,16,16,150.35,1
3,1396.99,109,221,465.66333333333336,1
1,160.42000000000002,67,67,160.42000000000002,1
2,1358.87,19,102,679.435,0
1,142.4,177,177,142.4,0
2,268.7,46,188,134.35,0
1,216.07,236,236,216.07,1
1,232.48000000000002,146,146,232.48000000000002,1
2,641.92,121,191,320.96,1
8,1367.13,59,278,170.89125,0
1,305.28000000000003,136,136,305.28000000000003,1
3,706.86,25,121,235.62,0
1,443.0,2,2,443.0,1
11,4036.34,6,268,366.94,0
1,158.95000000000002,173,173,158.95000000000002,1
7,2730.78,23,275,390.1114285714286,0
9,4251.03,30,247,472.33666666666664,0
1,93.75,127,127,93.75,1
14,5212.06,3,283,372.29,0
5,2146.36,4,212,429.27200000000005,0
5,2071.77,102,198,414.354,1
3,500.62,67,107,166.87333333333333,0
1,440.0,235,235,440.0,1
2,749.8,30,127,374.9,0
4,641.19,39,150,160.2975,0
3,725.55,1,44,241.85,0
5,1561.6100000000001,128,282,312.322,1
11,1349.58,9,127,122.68909090909091,0
2,694.08,106,123,347.04,0
6,1672.81,59,265,278.8016666666667,0
1,232.9,143,143,232.9,0
2,804.02,32,96,402.01,1
1,349.27,220,220,349.27,1
1,69.89999999999999,81,81,69.89999999999999,0
5,1562.8700000000001,24,206,312.574,0
1,376.30000000000007,276,276,376.30000000000007,0
6,2628.35,82,268,438.05833333333334,1
1,224.8,5,5,224.8,0
1,149.48,50,50,149.48,1
2,811.4,65,162,405.7,0
1,488.55,68,68,488.55,0
1,25.5,44,44,25.5,1
1,168.6,276,276,168.6,1
1,111.95,176,176,111.95,0
4,2106.45,23,156,526.6125,0
2,153.0,5,167,76.5,0
1,180.60000000000002,187,187,180.60000000000002,1
1,80.82,90,90,80.82,1
1,100.21000000000001,36,36,100.21000000000001,0
10,1080.8799999999999,5,247,108.088,0
1,765.28,111,111,765.28,0
